sku,old_external_product_id,new_external_product_id,classification,ecl_id,old_mapping_status
mk1952,mk1952,698933520,A_UPDATE_REPLACE_OLD_ID,f88e7f07-4e00-4157-9340-5abc90b15d9d,active
mk1947,mk1947,698933530,A_UPDATE_REPLACE_OLD_ID,538dd6fd-b14f-440c-b098-d2314405d080,active
mk1229,692810443,698933535,A_UPDATE_REPLACE_OLD_ID,de2af77e-85ae-4397-9801-73923c2902b6,active
mk1248,mk1248,698933552,A_UPDATE_REPLACE_OLD_ID,1dbc24a1-7f7f-46c9-88b1-e7c52b46f0ad,active
mk1557,mk1557,698933559,A_UPDATE_REPLACE_OLD_ID,4168cf5e-a998-451d-b250-83d8b2aa7962,active
mk1235,mk1235,698933561,A_UPDATE_REPLACE_OLD_ID,a40454be-b00c-4fe4-a665-d292b0693e75,active
mk1196,mk1196,698933570,A_UPDATE_REPLACE_OLD_ID,e542c293-cd37-48a5-bcea-b0fce2d4e0a1,active
mk1622,691300547,698933573,A_UPDATE_REPLACE_OLD_ID,5c2d8114-c74a-4467-bf43-d6a008f362d2,active
mk1801,691300489,698933582,A_UPDATE_REPLACE_OLD_ID,627ea539-869c-4532-82f0-57db580766ac,active
mk1293,691712285,698933603,A_UPDATE_REPLACE_OLD_ID,055bbbcd-8fdc-4945-9863-b08ac74c93eb,active
mk1695,691300531,698933605,A_UPDATE_REPLACE_OLD_ID,787eb234-7590-46aa-8e70-73b7ca7c28f7,active
mk1722,mk1722,698933608,A_UPDATE_REPLACE_OLD_ID,1f123da8-771d-44f0-8291-39cdd45e6760,active
mk1221,mk1221,698933610,A_UPDATE_REPLACE_OLD_ID,a37714d2-86f4-4710-9993-56058c625932,active
mk1707,mk1707,698933611,A_UPDATE_REPLACE_OLD_ID,7ac55219-7f01-4008-9e1a-915b02991b51,active
mk1219,mk1219,698933620,A_UPDATE_REPLACE_OLD_ID,62740949-6fba-4f27-895b-6635d11c8855,active
mk1992,mk1992,698933624,A_UPDATE_REPLACE_OLD_ID,8d1e4d96-ad61-4980-96aa-5482ad3df766,active
mk1056,mk1056,698933630,A_UPDATE_REPLACE_OLD_ID,40657c37-4220-43b2-9aee-c06e144cc3bc,active
mk1548,691300524,698933673,A_UPDATE_REPLACE_OLD_ID,bf1de44c-906b-4a45-a242-4e0a17c30550,active
mk1253,mk1253,698933682,A_UPDATE_REPLACE_OLD_ID,dac39161-d833-47b1-ad2e-aa30c82a03fe,active
mk1797,691300491,698933688,A_UPDATE_REPLACE_OLD_ID,7979432c-6e99-4d20-a571-2d5527619f9d,active
mk1781,691301062,698933689,A_UPDATE_REPLACE_OLD_ID,9b4735cd-c9a6-4ba5-94d5-bd48f9419a1d,active
mk1889,mk1889,698933691,A_UPDATE_REPLACE_OLD_ID,8f7aa951-d9bf-42a5-84ce-35ee730c991d,active
mk1970,mk1970,698933695,A_UPDATE_REPLACE_OLD_ID,b48392ce-9000-4452-8f65-c7a41a82daf0,active
mk1991,mk1991,698933712,A_UPDATE_REPLACE_OLD_ID,220bffb7-7ecb-41dd-a1d6-548bd07ac56b,active
mk1718,mk1718,698933716,A_UPDATE_REPLACE_OLD_ID,624b325b-e189-4f1a-b485-05f665a796e9,active
mk1771,mk1771,698933718,A_UPDATE_REPLACE_OLD_ID,a011a2a2-d5dc-44e1-b81b-141c39bc0eea,active
mk1586,691300874,698933719,A_UPDATE_REPLACE_OLD_ID,5d402e8a-b350-489d-bea6-52980b9a73fc,active
mk1569,mk1569,698933725,A_UPDATE_REPLACE_OLD_ID,895dfb26-ef9c-4ef2-8569-bd369bd27737,active
mk2219,mk2219,698933726,A_UPDATE_REPLACE_OLD_ID,bf50dd76-fce7-4a8e-8548-3c23ec0dd869,active
mk1772,mk1772,698933731,A_UPDATE_REPLACE_OLD_ID,b2f55edf-204d-4476-acfe-61569f6a76d1,active
mk1155,mk1155,698933737,A_UPDATE_REPLACE_OLD_ID,5f950971-1f50-4911-b181-dc7db0ff5306,active
mk1769,mk1769,698933748,A_UPDATE_REPLACE_OLD_ID,9839427e-e415-40b0-8e70-2e093a8c893f,active
mk1413,691300586,698933756,A_UPDATE_REPLACE_OLD_ID,2246257d-7f01-4e01-9f90-fe045d5f32da,active
mk1767,691300614,698933767,A_UPDATE_REPLACE_OLD_ID,d51b30f8-6618-497e-8552-37dbd0ab48dd,active
mk1745,mk1745,698933775,A_UPDATE_REPLACE_OLD_ID,bde9d5c3-fbff-4e2c-81d8-1a3248e47ebc,active
mk1938,691300461,698933778,A_UPDATE_REPLACE_OLD_ID,fa33b807-683f-48e8-92db-771536d7563a,active
mk857,695343072,698933779,A_UPDATE_REPLACE_OLD_ID,590b43b6-8ee5-4a8d-9e44-65bf7fb8e7fb,active
